UT,Altitude,OrbitalSpeed,TrueAnom,EccAnomaly,MeanAnomaly,TrueLong
10265674.44,5081.271,10024.867,180.000,180.000,180.000,151.562
10265674.70,5081.270,10024.862,180.000,180.000,180.000,151.566
10265674.88,5081.270,10024.856,180.000,180.000,180.000,151.569
10265675.06,5081.270,10024.856,180.000,180.000,180.000,151.572
10265675.26,5081.270,10024.858,180.000,180.000,180.000,151.576
10265675.42,5081.271,10024.858,180.000,180.000,180.000,151.578
10265675.62,5081.270,10024.860,180.000,180.000,180.000,151.582
10265675.76,5081.271,10024.865,180.000,180.000,180.000,151.584
10265675.94,5081.270,10024.867,180.000,180.000,180.000,151.587
10265676.10,5081.271,10024.867,180.000,180.000,180.000,151.590
10265676.26,5081.271,10024.864,180.000,180.000,180.000,151.592
10265676.42,5081.270,10024.860,180.000,180.000,180.000,151.595
10265676.60,5081.270,10024.860,180.000,180.000,180.000,151.598
10265676.76,5081.270,10024.859,180.000,180.000,180.000,151.600
10265676.92,5081.270,10024.860,180.000,180.000,180.000,151.603
10265677.10,5081.270,10024.859,180.000,180.000,180.000,151.606
10265677.26,5081.270,10024.862,180.000,180.000,180.000,151.609
10265677.42,5081.269,10024.864,180.000,180.000,180.000,151.612
10265677.58,5081.270,10024.865,180.000,180.000,180.000,151.614
10265677.74,5081.523,10024.856,180.000,179.998,179.996,151.617
10265677.90,5082.880,10024.802,180.000,179.991,179.982,151.620
10265678.02,5086.255,10024.441,179.999,179.979,179.958,151.622
10265678.18,5094.894,10024.076,179.998,179.961,179.923,151.624
10265678.26,5101.067,10024.178,179.998,179.952,179.905,151.626
10265678.42,5117.170,10024.565,179.997,179.934,179.868,151.628
10265678.58,5138.312,10025.057,179.996,179.915,179.831,151.631
10265678.74,5164.513,10025.679,179.995,179.897,179.794,151.634
10265678.90,5195.794,10026.430,179.994,179.878,179.757,151.636
10265679.06,5232.171,10027.257,179.993,179.859,179.720,151.639
10265679.22,5273.665,10028.122,179.992,179.841,179.682,151.642
10265679.38,5320.294,10029.041,179.991,179.822,179.645,151.644
10265679.54,5372.076,10030.065,179.990,179.803,179.607,151.647
10265679.70,5429.032,10031.221,179.989,179.784,179.569,151.650
10265679.86,5491.180,10032.498,179.988,179.765,179.531,151.652
10265680.02,5558.538,10033.866,179.987,179.746,179.493,151.655
10265680.18,5631.127,10035.318,179.986,179.727,179.455,151.658
10265680.34,5708.965,10036.871,179.985,179.708,179.417,151.661
10265680.50,5792.072,10038.544,179.984,179.688,179.378,151.663
10265680.66,5880.467,10040.345,179.983,179.669,179.340,151.666
10265680.80,5962.166,10042.015,179.982,179.652,179.306,151.668
10265680.96,6060.528,10044.024,179.981,179.632,179.267,151.671
10265681.12,6164.235,10046.138,179.980,179.613,179.228,151.673
10265681.28,6273.304,10048.368,179.979,179.593,179.189,151.676
10265681.44,6387.758,10050.723,179.978,179.573,179.149,151.679
10265681.60,6507.614,10053.204,179.977,179.554,179.110,151.681
10265681.76,6632.893,10055.806,179.976,179.534,179.070,151.684
10265681.94,6780.338,10058.872,179.975,179.511,179.025,151.687
10265682.10,6917.206,10061.726,179.974,179.491,178.985,151.690
10265682.26,7059.559,10064.706,179.973,179.471,178.945,151.693
10265682.40,7188.634,10067.420,179.972,179.454,178.910,151.695
10265682.56,7341.325,10070.643,179.971,179.433,178.870,151.697
10265682.72,7499.560,10073.992,179.970,179.413,178.829,151.700
10265682.88,7663.357,10077.468,179.969,179.393,178.789,151.703
10265683.04,7832.738,10081.076,179.968,179.372,178.748,151.705
10265683.20,8007.715,10084.450,179.967,179.352,178.707,151.708
10265683.36,8188.290,10088.080,179.966,179.331,178.666,151.711
10265683.52,8374.481,10092.080,179.965,179.311,178.625,151.713
10265683.68,8566.307,10096.345,179.964,179.290,178.584,151.716
10265683.82,8738.794,10100.258,179.963,179.272,178.548,151.719
10265683.96,8915.626,10104.316,179.962,179.254,178.511,151.721
10265684.10,9096.816,10108.498,179.961,179.235,178.475,151.723
10265684.22,9255.601,10112.158,179.960,179.220,178.444,151.725
10265684.38,9472.326,10117.117,179.959,179.199,178.402,151.728
10265684.54,9694.798,10122.152,179.958,179.178,178.360,151.731
10265684.70,9923.037,10127.280,179.957,179.157,178.318,151.733
10265684.86,10157.064,10132.523,179.956,179.135,178.275,151.736
10265685.02,10396.901,10137.892,179.955,179.114,178.233,151.739
10265685.18,10642.567,10143.387,179.954,179.093,178.190,151.741
10265685.34,10894.085,10149.004,179.953,179.071,178.148,151.744
10265685.50,11151.475,10154.750,179.951,179.050,178.105,151.747
10265685.66,11414.758,10160.637,179.950,179.028,178.062,151.749
10265685.80,11649.981,10165.914,179.949,179.009,178.024,151.751
10265685.94,11889.749,10171.400,179.948,178.990,177.986,151.754
10265686.08,12134.087,10177.281,179.947,178.971,177.948,151.756
10265686.22,12383.017,10183.148,179.946,178.952,177.909,151.759
10265686.36,12636.555,10188.880,179.945,178.933,177.871,151.761
10265686.50,12894.713,10194.587,179.945,178.913,177.832,151.763
10265686.64,13157.505,10200.360,179.944,178.894,177.793,151.765
10265686.78,13424.947,10206.237,179.943,178.874,177.755,151.768
10265686.92,13697.053,10212.241,179.942,178.855,177.716,151.770
10265687.06,13973.837,10218.404,179.941,178.835,177.677,151.773
10265687.22,14295.911,10225.677,179.939,178.813,177.632,151.775
10265687.34,14541.502,10231.294,179.939,178.796,177.598,151.777
10265687.50,14874.358,10238.974,179.937,178.773,177.553,151.780
10265687.62,15128.062,10244.854,179.936,178.756,177.519,151.782
10265687.78,15471.767,10252.835,179.935,178.733,177.474,151.785
10265687.90,15733.635,10258.930,179.934,178.716,177.439,151.787
10265688.04,16043.589,10266.172,179.933,178.696,177.399,151.789
10265688.18,16358.342,10273.567,179.932,178.676,177.359,151.791
10265688.32,16677.908,10281.112,179.931,178.656,177.319,151.793
10265688.46,17002.304,10288.797,179.930,178.636,177.279,151.796
10265688.60,17331.544,10296.611,179.929,178.616,177.238,151.798
10265688.74,17665.643,10304.554,179.928,178.595,177.198,151.801
10265688.88,18004.618,10312.630,179.927,178.575,177.157,151.803
10265689.02,18348.482,10320.849,179.926,178.554,177.116,151.805
10265689.16,18697.252,10329.212,179.925,178.534,177.075,151.807
10265689.30,19050.943,10337.718,179.924,178.513,177.034,151.810
10265689.46,19461.207,10347.608,179.923,178.489,176.987,151.813
10265689.58,19773.150,10355.142,179.922,178.472,176.952,151.815
10265689.70,20088.743,10362.775,179.921,178.454,176.916,151.817
10265689.82,20407.996,10370.513,179.920,178.436,176.880,151.819
10265689.94,20730.918,10378.356,179.919,178.418,176.845,151.821
10265690.08,21112.311,10387.643,179.918,178.397,176.803,151.823
10265690.20,21443.217,10395.718,179.917,178.379,176.767,151.825
10265690.32,21777.823,10403.899,179.916,178.361,176.731,151.827
10265690.44,22116.141,10412.184,179.915,178.343,176.695,151.829
10265690.56,22458.179,10420.575,179.914,178.325,176.658,151.831
10265690.68,22803.948,10429.072,179.914,178.306,176.622,151.833
10265690.80,23153.457,10437.678,179.913,178.288,176.585,151.835
10265690.92,23506.718,10446.395,179.912,178.270,176.549,151.837
10265691.04,23863.739,10455.220,179.911,178.251,176.512,151.839
10265691.18,24285.029,10465.656,179.910,178.230,176.469,151.842
10265691.30,24650.233,10474.720,179.909,178.211,176.433,151.844
10265691.42,25019.229,10483.892,179.908,178.193,176.396,151.846
10265691.54,25392.027,10493.176,179.907,178.174,176.359,151.848
10265691.66,25768.639,10502.570,179.906,178.156,176.321,151.850
10265691.80,26212.851,10513.673,179.905,178.134,176.278,151.852
10265691.94,26662.282,10524.930,179.904,178.112,176.234,151.854
10265692.06,27051.675,10534.704,179.903,178.093,176.197,151.856
10265692.18,27444.927,10544.595,179.902,178.074,176.159,151.858
10265692.30,27842.048,10554.602,179.901,178.055,176.121,151.860
10265692.44,28310.261,10566.425,179.900,178.033,176.077,151.862
10265692.56,28715.803,10576.684,179.899,178.014,176.039,151.864
10265692.68,29125.248,10587.060,179.898,177.995,176.001,151.866
10265692.82,29607.881,10599.314,179.897,177.973,175.957,151.869
10265692.94,30025.819,10609.945,179.896,177.954,175.919,151.871
10265693.06,30447.693,10620.694,179.895,177.935,175.880,151.873
10265693.14,30731.134,10627.927,179.894,177.922,175.855,151.874
10265693.30,31303.292,10642.549,179.893,177.896,175.803,151.877
10265693.42,31737.038,10653.655,179.892,177.876,175.764,151.879
10265693.58,32321.556,10668.650,179.890,177.851,175.713,151.882
10265693.70,32764.601,10680.037,179.889,177.831,175.674,151.884
10265693.86,33361.556,10695.409,179.888,177.805,175.622,151.886
10265693.98,33813.957,10707.079,179.887,177.785,175.583,151.888
10265694.14,34423.425,10722.832,179.886,177.759,175.530,151.891
10265694.26,34885.240,10734.790,179.885,177.739,175.491,151.893
10265694.42,35507.300,10750.927,179.883,177.713,175.438,151.896
10265694.56,36057.531,10765.227,179.882,177.690,175.392,151.898
10265694.70,36613.315,10779.697,179.881,177.666,175.345,151.900
10265694.84,37174.668,10794.338,179.880,177.643,175.299,151.902
10265694.98,37741.607,10809.150,179.879,177.620,175.252,151.905
10265695.12,38314.149,10824.135,179.877,177.596,175.205,151.907
10265695.26,38892.313,10839.293,179.876,177.573,175.158,151.910
10265695.42,39559.975,10856.829,179.875,177.546,175.105,151.912
10265695.54,40065.570,10870.130,179.874,177.525,175.064,151.914
10265695.68,40660.698,10885.811,179.872,177.501,175.017,151.916
10265695.82,41261.517,10901.669,179.871,177.478,174.969,151.919
10265695.98,41955.156,10920.008,179.870,177.450,174.915,151.922
10265696.14,42656.276,10938.579,179.868,177.423,174.860,151.924
10265696.30,43364.902,10957.382,179.867,177.395,174.805,151.927
10265696.44,43991.127,10974.028,179.866,177.371,174.757,151.929
10265696.58,44623.138,10990.853,179.865,177.347,174.708,151.932
10265696.70,45169.479,11005.419,179.864,177.326,174.667,151.934
10265696.86,45904.584,11025.047,179.862,177.298,174.611,151.936
10265696.98,46460.915,11039.924,179.861,177.277,174.569,151.938
10265697.14,47209.381,11059.969,179.860,177.249,174.513,151.941
10265697.26,47775.764,11075.159,179.859,177.228,174.471,151.943
10265697.42,48537.672,11095.624,179.857,177.200,174.415,151.946
10265697.56,49210.671,11113.728,179.856,177.175,174.366,151.948
10265697.70,49889.598,11132.019,179.855,177.150,174.316,151.950
10265697.84,50574.469,11150.495,179.853,177.125,174.266,151.952
10265697.98,51265.304,11169.159,179.852,177.100,174.216,151.955
10265698.14,52062.153,11190.718,179.851,177.071,174.159,151.958
10265698.26,52664.933,11207.049,179.849,177.050,174.116,151.960
10265698.42,53475.519,11229.039,179.848,177.021,174.059,151.962
10265698.56,54191.249,11248.484,179.847,176.996,174.008,151.964
10265698.70,54913.035,11268.119,179.845,176.970,173.958,151.967
10265698.82,55536.544,11285.100,179.844,176.948,173.914,151.969
10265698.96,56269.626,11305.091,179.843,176.923,173.863,151.971
10265699.08,56902.843,11322.378,179.842,176.901,173.819,151.973
10265699.18,57433.960,11336.892,179.841,176.883,173.783,151.975
10265699.32,58182.787,11357.377,179.840,176.857,173.732,151.977
10265699.46,58937.769,11378.057,179.838,176.831,173.680,151.980
10265699.62,59808.167,11401.928,179.837,176.801,173.621,151.982
10265699.74,60466.275,11419.999,179.836,176.779,173.577,151.984
10265699.90,61350.853,11444.316,179.834,176.749,173.517,151.987
10265700.04,62131.535,11465.804,179.833,176.723,173.465,151.989
10265700.18,62918.469,11487.489,179.831,176.697,173.413,151.992
10265700.32,63711.672,11509.372,179.830,176.671,173.360,151.994
10265700.46,64511.164,11530.709,179.829,176.644,173.308,151.996
10265700.60,65316.954,11549.481,179.828,176.618,173.255,151.998
10265700.74,66129.050,11568.436,179.826,176.591,173.202,152.001
10265700.88,66947.470,11587.877,179.825,176.565,173.150,152.003
10265701.02,67772.228,11607.932,179.824,176.538,173.097,152.006
10265701.18,68722.587,11632.000,179.822,176.508,173.036,152.008
10265701.30,69440.817,11652.690,179.821,176.485,172.990,152.010
10265701.46,70405.751,11683.178,179.819,176.454,172.929,152.013
10265701.60,71256.910,11711.258,179.818,176.427,172.876,152.015
10265701.74,72114.462,11740.231,179.816,176.401,172.822,152.018
10265701.86,72854.599,11765.666,179.815,176.378,172.776,152.019
10265702.00,73724.040,11795.948,179.814,176.351,172.723,152.021
10265702.14,74599.896,11826.832,179.812,176.324,172.669,152.024
10265702.26,75355.742,11853.783,179.811,176.301,172.623,152.026
10265702.42,76370.887,11890.431,179.809,176.270,172.562,152.029
10265702.54,77137.767,11918.451,179.808,176.247,172.515,152.031
10265702.70,78167.646,11956.463,179.806,176.216,172.454,152.034
10265702.84,79075.712,11990.256,179.804,176.188,172.400,152.036
10265702.98,79990.252,12024.484,179.803,176.161,172.346,152.038
10265703.12,80911.277,12059.122,179.801,176.134,172.291,152.040
10265703.26,81838.801,12094.174,179.799,176.107,172.237,152.043
10265703.38,82639.004,12124.549,179.798,176.083,172.190,152.045
10265703.52,83578.632,12160.361,179.796,176.056,172.136,152.047
10265703.66,84524.796,12196.543,179.795,176.028,172.081,152.050
10265703.80,85477.511,12233.060,179.793,176.001,172.026,152.052
10265703.94,86436.792,12269.893,179.791,175.973,171.971,152.054
10265704.08,87402.655,12307.042,179.790,175.945,171.916,152.056
10265704.22,88375.115,12344.521,179.788,175.918,171.861,152.059
10265704.36,89354.187,12382.338,179.786,175.890,171.805,152.061
10265704.50,90339.886,12420.491,179.784,175.862,171.750,152.064
10265704.64,91332.228,12458.968,179.783,175.834,171.694,152.066
10265704.76,92188.106,12492.200,179.781,175.810,171.646,152.068
10265704.90,93192.826,12531.266,179.779,175.782,171.591,152.071
10265705.02,94059.337,12565.010,179.778,175.758,171.543,152.073
10265705.10,94639.745,12587.642,179.777,175.742,171.510,152.074
10265705.26,95807.137,12633.238,179.775,175.709,171.446,152.077
10265705.38,96688.446,12667.724,179.773,175.685,171.398,152.079
10265705.54,97871.229,12714.086,179.771,175.653,171.333,152.082
10265705.68,98913.404,12755.004,179.769,175.624,171.277,152.084
10265705.82,99962.352,12796.252,179.767,175.596,171.220,152.086
10265705.96,101018.088,12837.833,179.765,175.567,171.163,152.089
10265706.10,102080.629,12879.750,179.764,175.538,171.106,152.091
10265706.26,103303.311,12928.070,179.761,175.506,171.041,152.094
10265706.38,104226.181,12964.597,179.760,175.481,170.992,152.096
10265706.54,105464.504,13013.681,179.757,175.448,170.926,152.099
10265706.66,106399.130,13050.779,179.756,175.423,170.877,152.101
10265706.80,107495.916,13094.369,179.754,175.394,170.819,152.103
10265706.94,108599.596,13138.294,179.752,175.365,170.761,152.106
10265707.10,109869.407,13188.907,179.750,175.332,170.695,152.109
10265707.26,111148.264,13239.957,179.747,175.298,170.629,152.111
10265707.38,112113.357,13278.532,179.746,175.273,170.579,152.114
10265707.54,113408.099,13330.346,179.743,175.240,170.512,152.116
10265707.70,114711.949,13382.594,179.741,175.206,170.445,152.119
10265707.86,116024.928,13435.280,179.738,175.172,170.379,152.122
10265708.00,117181.291,13481.739,179.736,175.143,170.320,152.124
10265708.16,118511.447,13535.245,179.734,175.109,170.252,152.127
10265708.32,119850.795,13589.186,179.731,175.075,170.185,152.130
10265708.46,121030.282,13636.742,179.729,175.045,170.126,152.133
10265708.62,122386.924,13691.499,179.727,175.011,170.058,152.135
10265708.78,123752.820,13746.692,179.724,174.977,169.990,152.138
10265708.94,125127.992,13802.319,179.722,174.943,169.922,152.141
10265709.10,126512.461,13858.383,179.719,174.908,169.854,152.144
10265709.26,127906.247,13914.881,179.717,174.874,169.785,152.147
10265709.42,129309.373,13971.813,179.714,174.839,169.717,152.150
10265709.56,130544.786,14021.984,179.712,174.809,169.657,152.152
10265709.72,131965.479,14079.730,179.709,174.774,169.588,152.155
10265709.86,133216.295,14130.612,179.707,174.744,169.528,152.158
10265710.02,134654.629,14189.171,179.704,174.709,169.458,152.161
10265710.18,136102.400,14248.161,179.701,174.674,169.389,152.164
10265710.34,137559.630,14307.585,179.699,174.639,169.320,152.166
10265710.50,139026.339,14367.441,179.696,174.604,169.250,152.169
10265710.66,140502.546,14427.728,179.693,174.569,169.180,152.172
10265710.78,141615.948,14473.227,179.691,174.542,169.128,152.175
10265710.94,143108.827,14534.269,179.688,174.507,169.058,152.177
10265711.06,144234.756,14580.334,179.686,174.481,169.005,152.180
10265711.18,145366.067,14626.641,179.684,174.454,168.952,152.182
10265711.34,146882.869,14688.759,179.681,174.418,168.882,152.185
10265711.50,148409.275,14751.308,179.678,174.383,168.811,152.188
10265711.64,149752.773,14806.390,179.675,174.352,168.750,152.190
10265711.80,151297.238,14869.744,179.672,174.316,168.679,152.193
10265711.96,152851.362,14933.526,179.669,174.280,168.608,152.196
10265712.10,154219.160,14989.687,179.667,174.249,168.545,152.199
10265712.26,155791.447,15054.272,179.664,174.213,168.474,152.202
10265712.42,157373.448,15119.285,179.661,174.177,168.403,152.205
10265712.58,158965.183,15184.725,179.657,174.141,168.331,152.208
10265712.74,160566.669,15250.592,179.654,174.104,168.260,152.211
10265712.88,161975.983,15308.575,179.652,174.073,168.197,152.214
10265713.04,163595.803,15375.242,179.648,174.036,168.125,152.217
10265713.20,165225.428,15442.333,179.645,174.000,168.053,152.220
10265713.34,166659.406,15501.387,179.642,173.968,167.989,152.223
10265713.50,168307.463,15569.276,179.639,173.932,167.917,152.226
10265713.66,169965.377,15637.588,179.636,173.895,167.845,152.229
10265713.82,171633.164,15706.326,179.632,173.858,167.772,152.232
10265713.98,173310.843,15775.487,179.629,173.821,167.699,152.235
10265714.14,174998.431,15845.071,179.625,173.785,167.626,152.238
10265714.28,176483.213,15906.303,179.622,173.752,167.562,152.241
10265714.44,178189.427,15976.680,179.619,173.715,167.489,152.244
10265714.60,179905.600,16047.478,179.615,173.678,167.416,152.247
10265714.74,181415.433,16109.772,179.612,173.646,167.352,152.250
10265714.90,183150.324,16181.361,179.609,173.609,167.278,152.253
10265715.06,184895.220,16253.370,179.605,173.571,167.204,152.256
10265715.22,186650.140,16325.800,179.601,173.534,167.131,152.260
10265715.36,188193.930,16389.520,179.598,173.501,167.066,152.262
10265715.52,189967.686,16462.737,179.594,173.464,166.992,152.265
10265715.66,191527.983,16527.146,179.591,173.431,166.927,152.268
10265715.82,193320.633,16601.149,179.587,173.394,166.853,152.272
10265715.96,194897.485,16666.245,179.584,173.361,166.788,152.274
10265716.10,196482.080,16731.661,179.581,173.328,166.723,152.277
10265716.26,198302.539,16806.814,179.577,173.290,166.648,152.281
10265716.42,200133.139,16882.384,179.573,173.252,166.573,152.284
10265716.58,201973.896,16958.372,179.569,173.214,166.498,152.287
10265716.70,203361.138,17015.635,179.566,173.186,166.442,152.290
10265716.86,205219.704,17092.352,179.562,173.148,166.367,152.293
10265716.98,206620.320,17150.162,179.559,173.119,166.311,152.296
10265717.10,208026.678,17208.206,179.556,173.090,166.254,152.298
10265717.24,209674.694,17276.220,179.552,173.057,166.188,152.301
10265717.38,211330.543,17344.552,179.548,173.024,166.122,152.304
10265717.54,213232.546,17423.035,179.544,172.985,166.047,152.307
10265717.70,215144.806,17501.932,179.540,172.947,165.971,152.311
10265717.86,217067.338,17581.243,179.536,172.909,165.895,152.314
10265718.00,218757.989,17650.980,179.532,172.875,165.829,152.317
10265718.16,220699.816,17731.067,179.528,172.836,165.753,152.320
10265718.30,222407.371,17801.482,179.524,172.803,165.687,152.323
10265718.46,224368.540,17882.344,179.519,172.764,165.610,152.327
10265718.62,226340.043,17963.618,179.515,172.725,165.534,152.330
10265718.78,228321.892,18045.304,179.510,172.686,165.458,152.334
10265718.92,230064.509,18117.119,179.506,172.653,165.391,152.336
10265719.06,231815.065,18189.248,179.502,172.619,165.324,152.340
10265719.22,233825.434,18272.068,179.498,172.580,165.247,152.343
10265719.38,235846.196,18355.298,179.493,172.541,165.170,152.347
10265719.54,237877.364,18438.940,179.488,172.502,165.094,152.350
10265719.70,239918.949,18522.993,179.484,172.462,165.017,152.354
10265719.86,241970.963,18607.457,179.479,172.423,164.940,152.357
10265720.00,243775.039,18681.699,179.474,172.389,164.872,152.360
10265720.16,245846.638,18766.931,179.470,172.350,164.795,152.364
10265720.32,247928.698,18852.574,179.465,172.310,164.718,152.367
10265720.46,249759.091,18927.846,179.460,172.276,164.650,152.371
10265720.62,251860.796,19014.257,179.455,172.236,164.572,152.375
10265720.78,253972.993,19101.076,179.450,172.197,164.495,152.378
10265720.94,256095.692,19188.305,179.445,172.157,164.417,152.382
10265721.04,257427.718,19243.031,179.442,172.133,164.369,152.384
10265721.18,259299.457,19319.915,179.437,172.098,164.300,152.387
10265721.32,261179.257,19397.112,179.433,172.063,164.232,152.390
10265721.46,263067.124,19474.621,179.428,172.029,164.164,152.394
10265721.62,265234.574,19563.587,179.423,171.989,164.086,152.398
10265721.74,266867.087,19630.578,179.419,171.959,164.027,152.400
10265721.90,269053.013,19720.258,179.413,171.919,163.949,152.404
10265722.02,270699.394,19787.785,179.409,171.889,163.891,152.407
10265722.18,272903.826,19878.179,179.404,171.849,163.812,152.411
10265722.32,274841.388,19957.608,179.399,171.814,163.744,152.414
10265722.46,276787.061,20037.349,179.394,171.779,163.675,152.417
10265722.60,278740.851,20117.402,179.389,171.744,163.606,152.420
10265722.72,280421.993,20186.268,179.385,171.714,163.547,152.423
10265722.86,282390.874,20266.900,179.380,171.679,163.479,152.427
10265722.98,284084.958,20336.262,179.375,171.649,163.420,152.430
10265723.08,285501.262,20394.239,179.372,171.624,163.370,152.432
10265723.22,287491.067,20475.673,179.366,171.588,163.301,152.436
10265723.38,289775.106,20569.112,179.361,171.548,163.222,152.440
10265723.50,291495.125,20639.450,179.356,171.518,163.163,152.443
10265723.66,293797.808,20733.578,179.350,171.477,163.084,152.446
10265723.78,295531.819,20804.433,179.346,171.447,163.025,152.449
10265723.92,297562.420,20887.377,179.340,171.412,162.956,152.453
10265724.06,299601.197,20970.623,179.335,171.376,162.886,152.456
10265724.20,301648.157,21054.171,179.329,171.341,162.817,152.460
10265724.34,303703.304,21138.021,179.324,171.305,162.747,152.463
10265724.48,305766.645,21222.172,179.318,171.270,162.678,152.467
10265724.62,307838.185,21306.626,179.313,171.234,162.608,152.470
10265724.76,309917.929,21391.381,179.307,171.198,162.539,152.474
10265724.90,312005.882,21476.437,179.302,171.163,162.469,152.478
10265725.04,314102.049,21561.788,179.296,171.127,162.399,152.481
10265725.18,316206.434,21647.428,179.290,171.091,162.330,152.485
10265725.32,318319.038,21733.349,179.285,171.055,162.260,152.488
10265725.46,320439.863,21819.543,179.279,171.020,162.190,152.492
10265725.60,322568.908,21906.001,179.273,170.984,162.120,152.495
10265725.74,324706.172,21992.713,179.267,170.948,162.050,152.499
10265725.88,326851.653,22079.668,179.261,170.912,161.981,152.503
10265726.02,329005.344,22166.854,179.255,170.876,161.911,152.507
10265726.16,331167.239,22254.258,179.249,170.840,161.841,152.510
10265726.30,333337.329,22341.866,179.243,170.805,161.772,152.514
10265726.44,335515.604,22429.669,179.237,170.769,161.702,152.517
10265726.58,337702.052,22517.662,179.231,170.733,161.632,152.521
10265726.72,339896.660,22605.837,179.225,170.698,161.563,152.525
10265726.86,342099.415,22694.191,179.218,170.662,161.494,152.529
10265727.00,344310.304,22782.719,179.212,170.626,161.425,152.532
10265727.14,346529.311,22871.417,179.206,170.591,161.356,152.536
10265727.26,348437.767,22947.577,179.201,170.560,161.297,152.540
10265727.40,350671.810,23036.585,179.194,170.525,161.228,152.543
10265727.54,352913.927,23125.756,179.188,170.489,161.159,152.547
10265727.68,355164.103,23215.090,179.181,170.454,161.090,152.551
10265727.82,357422.320,23304.587,179.175,170.419,161.022,152.555
10265727.96,359688.562,23394.246,179.168,170.383,160.953,152.559
10265728.10,361962.813,23484.068,179.162,170.348,160.885,152.563
10265728.24,364245.057,23574.054,179.155,170.313,160.817,152.567
10265728.38,366535.276,23664.205,179.149,170.278,160.749,152.571
10265728.54,369162.416,23767.440,179.141,170.238,160.672,152.575
10265728.66,371139.579,23845.012,179.135,170.208,160.614,152.579
10265728.78,373122.566,23922.710,179.130,170.178,160.556,152.582
10265728.92,375443.400,24013.520,179.123,170.143,160.488,152.586
10265729.04,377438.973,24091.498,179.117,170.113,160.430,152.589
10265729.14,379106.378,24156.581,179.112,170.088,160.382,152.592
10265729.28,381447.494,24247.852,179.105,170.053,160.315,152.596
10265729.42,383796.472,24339.310,179.098,170.019,160.248,152.601
10265729.58,386490.627,24444.064,179.090,169.979,160.171,152.605
10265729.70,388517.959,24522.796,179.084,169.949,160.114,152.609
10265729.84,390890.443,24614.834,179.077,169.915,160.047,152.612
10265729.98,393270.737,24707.074,179.070,169.880,159.980,152.617
10265730.12,395658.829,24799.521,179.063,169.845,159.913,152.621
10265730.26,398054.709,24892.181,179.056,169.811,159.847,152.625
10265730.40,400458.367,24985.059,179.049,169.776,159.780,152.629
10265730.54,402869.794,25078.160,179.041,169.742,159.713,152.634
10265730.66,404942.906,25158.144,179.035,169.712,159.656,152.637
10265730.82,407715.916,25265.058,179.027,169.672,159.581,152.642
10265730.94,409802.311,25345.452,179.020,169.643,159.524,152.646
10265731.10,412593.014,25452.928,179.012,169.603,159.448,152.651
10265731.22,414692.670,25533.755,179.006,169.574,159.391,152.654
10265731.38,417501.042,25641.829,178.997,169.534,159.315,152.659
10265731.50,419613.942,25723.118,178.990,169.505,159.258,152.663
10265731.64,422086.163,25818.214,178.983,169.470,159.192,152.667
10265731.78,424566.102,25913.591,178.975,169.436,159.126,152.671
10265731.92,427053.758,26009.249,178.967,169.401,159.059,152.676
10265732.06,429549.128,26105.191,178.960,169.366,158.993,152.680
10265732.20,432052.210,26201.419,178.952,169.332,158.927,152.684
10265732.34,434563.003,26297.934,178.944,169.297,158.861,152.689
10265732.48,437081.504,26394.737,178.936,169.262,158.794,152.693
10265732.62,439607.711,26491.832,178.928,169.228,158.728,152.698
10265732.76,442141.624,26589.220,178.920,169.193,158.662,152.702
10265732.90,444683.240,26686.902,178.912,169.158,158.595,152.707
10265733.04,447232.558,26784.881,178.903,169.124,158.529,152.711
10265733.18,449789.578,26883.159,178.895,169.089,158.463,152.716
10265733.30,451987.438,26967.636,178.888,169.059,158.406,152.720
10265733.44,454558.758,27066.474,178.880,169.024,158.339,152.724
10265733.58,457137.776,27165.616,178.871,168.990,158.273,152.729
10265733.70,459354.492,27250.839,178.864,168.960,158.216,152.733
10265733.84,461947.808,27350.551,178.856,168.925,158.150,152.737
10265733.98,464548.822,27450.575,178.847,168.890,158.083,152.742
10265734.12,467157.535,27550.910,178.838,168.855,158.017,152.747
10265734.26,469773.946,27651.561,178.830,168.820,157.950,152.752
10265734.38,472022.712,27738.084,178.822,168.790,157.893,152.756
10265734.50,474277.135,27824.842,178.815,168.760,157.836,152.760
10265734.56,475406.468,27868.309,178.811,168.745,157.808,152.761
10265734.70,478047.078,27969.962,178.802,168.710,157.741,152.766
10265734.84,480695.390,28071.939,178.793,168.675,157.674,152.771
10265734.98,483351.405,28174.242,178.784,168.640,157.608,152.776
10265735.12,486015.123,28276.872,178.775,168.605,157.541,152.780
10265735.26,488686.547,28379.833,178.766,168.569,157.474,152.786
10265735.40,491365.678,28483.127,178.757,168.534,157.408,152.790
10265735.54,494052.519,28586.755,178.747,168.499,157.341,152.795
10265735.66,496361.662,28675.848,178.739,168.469,157.283,152.799
10265735.82,499449.336,28795.026,178.729,168.428,157.207,152.805
10265735.94,501771.704,28884.702,178.721,168.398,157.150,152.809
10265736.08,504488.301,28989.643,178.711,168.362,157.083,152.814
10265736.22,507212.619,29094.932,178.702,168.327,157.016,152.819
10265736.34,509553.897,29185.460,178.693,168.296,156.958,152.823
10265736.48,512292.565,29291.407,178.684,168.261,156.891,152.828
10265736.62,515038.965,29397.712,178.674,168.225,156.824,152.833
10265736.76,517793.102,29504.375,178.664,168.189,156.756,152.838
10265736.88,520159.953,29596.088,178.656,168.159,156.699,152.842
