UT,Altitude,OrbitalSpeed,TrueAnom,EccAnomaly,MeanAnomaly,TrueLong
10265831.08,2778454.621,80188.740,174.183,167.268,158.979,160.949
10265831.26,2781168.798,80275.073,174.184,167.291,159.027,160.971
10265831.42,2783574.806,80351.923,174.186,167.311,159.070,160.990
10265831.60,2786274.151,80438.502,174.187,167.334,159.119,161.012
10265831.76,2788666.984,80515.571,174.189,167.354,159.162,161.032
10265831.90,2790755.633,80583.090,174.190,167.372,159.199,161.049
10265832.08,2793434.075,80670.016,174.191,167.394,159.247,161.071
10265832.28,2796400.943,80766.752,174.193,167.420,159.301,161.096
10265832.48,2799358.156,80863.648,174.195,167.445,159.355,161.120
10265832.66,2802011.400,80950.991,174.197,167.468,159.403,161.142
10265832.84,2804656.836,81038.464,174.198,167.490,159.451,161.164
10265833.04,2807587.062,81135.807,174.200,167.515,159.504,161.189
10265833.22,2810216.038,81223.553,174.202,167.538,159.552,161.211
10265833.40,2812837.226,81311.427,174.203,167.561,159.601,161.233
10265833.60,2815740.533,81409.217,174.205,167.586,159.654,161.258
10265833.78,2818345.303,81497.363,174.207,167.608,159.702,161.280
10265833.96,2820942.307,81585.639,174.209,167.631,159.750,161.302
10265834.14,2823531.550,81674.043,174.210,167.654,159.798,161.324
10265834.32,2826113.040,81762.575,174.212,167.676,159.846,161.347
10265834.52,2828972.276,81861.095,174.214,167.701,159.899,161.372
10265834.68,2831252.785,81940.026,174.215,167.721,159.941,161.391
10265834.88,2834094.829,82038.831,174.217,167.746,159.994,161.416
10265835.06,2836644.513,82127.891,174.219,167.769,160.042,161.439
10265835.24,2839186.479,82217.079,174.221,167.791,160.090,161.461
10265835.42,2841720.732,82306.394,174.223,167.814,160.137,161.484
10265835.62,2844527.533,82405.784,174.225,167.839,160.190,161.509
10265835.80,2847045.528,82495.370,174.227,167.861,160.238,161.531
10265835.98,2849555.834,82585.083,174.228,167.884,160.285,161.554
10265836.16,2852058.456,82674.923,174.230,167.906,160.333,161.576
10265836.32,2854276.566,82754.889,174.232,167.926,160.375,161.596
10265836.52,2857040.681,82854.987,174.234,167.951,160.427,161.621
10265836.70,2859520.297,82945.209,174.236,167.973,160.475,161.644
10265836.88,2861992.260,83035.559,174.238,167.996,160.522,161.666
10265837.08,2864729.917,83136.097,174.240,168.021,160.575,161.692
10265837.26,2867185.745,83226.714,174.242,168.043,160.622,161.715
10265837.44,2869633.941,83317.459,174.244,168.065,160.669,161.737
10265837.62,2872074.515,83408.330,174.246,168.088,160.716,161.760
10265837.82,2874777.330,83509.447,174.248,168.112,160.768,161.786
10265838.00,2877201.834,83600.585,174.250,168.135,160.815,161.808
10265838.18,2879618.737,83691.850,174.252,168.157,160.862,161.831
10265838.36,2882028.048,83783.241,174.254,168.179,160.909,161.854
10265838.54,2884429.775,83874.758,174.256,168.201,160.956,161.877
10265838.74,2887089.473,83976.592,174.258,168.226,161.008,161.903
10265838.94,2889739.828,84078.581,174.260,168.251,161.060,161.928
10265839.10,2891853.392,84160.285,174.262,168.270,161.102,161.949
10265839.28,2894224.018,84252.320,174.264,168.293,161.148,161.971
10265839.42,2896062.622,84323.990,174.266,168.310,161.185,161.989
10265839.54,2897634.939,84385.481,174.267,168.325,161.216,162.005
10265839.74,2900248.028,84488.092,174.269,168.349,161.268,162.030
10265839.94,2902851.827,84590.857,174.271,168.374,161.319,162.056
10265840.12,2905187.314,84683.478,174.274,168.396,161.366,162.079
10265840.30,2907515.294,84776.224,174.276,168.418,161.412,162.102
10265840.50,2910093.144,84879.422,174.278,168.442,161.464,162.128
10265840.68,2912405.302,84972.433,174.280,168.464,161.510,162.151
10265840.86,2914709.980,85065.568,174.282,168.486,161.556,162.175
10265841.06,2917261.968,85169.198,174.285,168.511,161.608,162.201
10265841.24,2919550.879,85262.597,174.287,168.533,161.654,162.224
10265841.42,2921832.334,85356.121,174.289,168.555,161.700,162.247
10265841.60,2924106.343,85449.769,174.291,168.576,161.746,162.270
10265841.78,2926372.913,85543.542,174.293,168.598,161.792,162.294
10265841.98,2928882.611,85647.880,174.296,168.623,161.843,162.320
10265842.14,2930883.773,85731.461,174.297,168.642,161.884,162.341
10265842.32,2933128.081,85825.606,174.300,168.664,161.930,162.364
10265842.50,2935364.984,85919.876,174.302,168.686,161.976,162.388
10265842.66,2937347.134,86003.775,174.304,168.705,162.016,162.409
10265842.86,2939816.615,86108.788,174.306,168.729,162.067,162.435
10265843.04,2942031.360,86203.429,174.309,168.751,162.113,162.458
10265843.22,2944238.737,86298.195,174.311,168.773,162.158,162.482
10265843.42,2946682.746,86403.635,174.313,168.797,162.209,162.508
10265843.54,2948144.796,86466.972,174.315,168.811,162.239,162.524
10265843.74,2950574.294,86572.656,174.317,168.835,162.290,162.550
10265843.90,2952511.373,86657.313,174.319,168.855,162.330,162.571
10265844.06,2954442.665,86742.068,174.321,168.874,162.370,162.592
10265844.22,2956368.175,86826.919,174.323,168.893,162.411,162.613
10265844.38,2958287.910,86911.869,174.325,168.912,162.451,162.635
10265844.54,2960201.876,86996.915,174.327,168.931,162.491,162.656
10265844.62,2961156.699,87039.475,174.328,168.941,162.511,162.666
10265844.76,2962824.173,87114.013,174.330,168.958,162.546,162.685
10265844.90,2964487.244,87188.625,174.332,168.974,162.581,162.703
10265845.04,2966145.914,87263.311,174.334,168.991,162.616,162.722
10265845.18,2967800.188,87338.072,174.335,169.008,162.651,162.741
10265845.34,2969685.410,87423.604,174.337,169.027,162.691,162.762
10265845.46,2971095.567,87487.817,174.339,169.041,162.721,162.778
10265845.62,2972970.768,87573.518,174.341,169.060,162.761,162.799
10265845.78,2974840.251,87659.316,174.343,169.079,162.801,162.820
10265845.94,2976704.024,87745.211,174.345,169.098,162.841,162.842
10265846.10,2978562.094,87831.203,174.347,169.117,162.880,162.863
10265846.26,2980414.466,87917.291,174.349,169.136,162.920,162.884
10265846.42,2982261.148,88003.476,174.351,169.155,162.959,162.906
10265846.54,2983642.430,88068.178,174.353,169.169,162.989,162.922
10265846.70,2985479.171,88154.532,174.355,169.188,163.029,162.943
10265846.86,2987310.242,88240.982,174.357,169.207,163.068,162.965
10265847.02,2989135.647,88327.528,174.359,169.226,163.108,162.986
10265847.18,2990955.396,88414.171,174.361,169.244,163.147,163.008
10265847.34,2992769.494,88500.910,174.363,169.263,163.186,163.029
10265847.50,2994577.949,88587.745,174.366,169.282,163.225,163.051
10265847.62,2995930.591,88652.934,174.367,169.296,163.255,163.067
10265847.80,2997953.617,88750.820,174.370,169.317,163.299,163.091
10265847.98,2999969.526,88848.827,174.372,169.338,163.343,163.116
10265848.12,3001532.541,88925.138,174.374,169.355,163.377,163.134
10265848.30,3003535.824,89023.361,174.376,169.376,163.421,163.159
10265848.46,3005310.568,89110.772,174.378,169.394,163.460,163.181
10265848.66,3007521.135,89220.170,174.381,169.417,163.509,163.208
10265848.84,3009503.184,89318.756,174.383,169.438,163.552,163.232
10265849.02,3011478.176,89417.464,174.386,169.459,163.596,163.257
10265849.20,3013446.121,89516.292,174.388,169.480,163.639,163.281
10265849.34,3014971.881,89593.242,174.390,169.496,163.673,163.300
10265849.48,3016493.389,89670.265,174.392,169.512,163.707,163.319
10265849.66,3018443.374,89769.402,174.394,169.533,163.750,163.344
10265849.84,3020386.350,89868.660,174.397,169.554,163.794,163.368
10265850.02,3022322.328,89968.038,174.399,169.575,163.837,163.393
10265850.22,3024465.220,90078.599,174.402,169.598,163.885,163.420
10265850.38,3026173.332,90167.156,174.404,169.616,163.923,163.442
10265850.58,3028300.732,90277.985,174.407,169.639,163.971,163.470
10265850.76,3030208.052,90377.858,174.409,169.659,164.014,163.494
10265850.94,3032108.428,90477.851,174.411,169.680,164.057,163.519
10265851.12,3034001.872,90577.965,174.414,169.700,164.099,163.544
10265851.30,3035888.395,90678.198,174.416,169.721,164.142,163.569
10265851.48,3037768.008,90778.552,174.419,169.741,164.185,163.593
10265851.66,3039640.722,90879.025,174.421,169.762,164.227,163.619
10265851.84,3041506.548,90979.618,174.423,169.782,164.270,163.643
10265852.02,3043365.497,91080.331,174.426,169.802,164.312,163.668
10265852.20,3045217.580,91181.164,174.428,169.823,164.355,163.693
10265852.38,3047062.809,91282.116,174.431,169.843,164.397,163.718
10265852.56,3048901.196,91383.187,174.433,169.863,164.439,163.743
10265852.74,3050732.750,91484.379,174.436,169.883,164.481,163.768
10265852.92,3052557.485,91585.689,174.438,169.903,164.523,163.793
10265853.10,3054375.411,91687.119,174.440,169.924,164.565,163.819
10265853.28,3056186.540,91788.668,174.443,169.944,164.607,163.843
10265853.46,3057990.884,91890.336,174.445,169.964,164.649,163.869
10265853.64,3059788.454,91992.123,174.448,169.984,164.690,163.894
10265853.82,3061579.261,92094.029,174.450,170.004,164.732,163.919
10265854.02,3063561.131,92207.398,174.453,170.026,164.778,163.947
10265854.18,3065140.636,92298.198,174.455,170.043,164.815,163.970
10265854.38,3067107.545,92411.831,174.457,170.065,164.861,163.998
10265854.54,3068675.104,92502.842,174.459,170.083,164.898,164.020
10265854.74,3070627.105,92616.739,174.462,170.105,164.943,164.049
10265854.90,3072182.759,92707.961,174.464,170.122,164.980,164.071
10265855.10,3074119.906,92822.121,174.467,170.144,165.026,164.099
10265855.26,3075663.698,92913.554,174.469,170.162,165.062,164.122
10265855.44,3077394.179,93016.528,174.471,170.181,165.103,164.147
10265855.62,3079118.017,93119.621,174.474,170.201,165.144,164.173
10265855.82,3081025.616,93234.306,174.476,170.222,165.189,164.201
10265856.00,3082735.470,93337.648,174.479,170.242,165.229,164.227
10265856.18,3084438.720,93441.108,174.481,170.261,165.270,164.252
10265856.34,3085947.185,93533.172,174.483,170.279,165.306,164.275
10265856.54,3087825.455,93648.382,174.486,170.300,165.351,164.304
10265856.70,3089322.233,93740.656,174.488,170.317,165.386,164.327
10265856.90,3091185.921,93856.128,174.490,170.339,165.431,164.355
10265857.08,3092856.334,93960.178,174.492,170.358,165.471,164.380
10265857.26,3094520.217,94064.345,174.495,170.377,165.511,164.407
10265857.44,3096177.583,94168.630,174.497,170.396,165.551,164.432
10265857.62,3097828.444,94273.032,174.499,170.415,165.591,164.458
10265857.82,3099655.122,94389.173,174.502,170.436,165.635,164.487
10265857.98,3101110.705,94482.190,174.504,170.453,165.670,164.510
10265858.18,3102923.001,94598.591,174.506,170.474,165.714,164.539
10265858.34,3104367.102,94691.816,174.508,170.491,165.749,164.562
10265858.54,3106165.073,94808.478,174.511,170.512,165.793,164.590
10265858.72,3107776.464,94913.598,174.513,170.530,165.832,164.616
10265858.90,3109381.443,95018.835,174.515,170.549,165.871,164.642
10265859.06,3110802.718,95112.477,174.517,170.566,165.906,164.666
10265859.26,3112572.215,95229.659,174.519,170.586,165.949,164.695
10265859.44,3114158.034,95335.247,174.522,170.605,165.988,164.720
10265859.62,3115737.494,95440.952,174.524,170.623,166.026,164.747
10265859.80,3117310.607,95546.773,174.526,170.642,166.065,164.773
10265859.98,3118877.387,95652.711,174.528,170.660,166.103,164.799
10265860.14,3120264.774,95746.977,174.530,170.676,166.138,164.822
10265860.34,3121992.000,95864.938,174.532,170.697,166.180,164.852
10265860.50,3123368.187,95959.410,174.534,170.713,166.214,164.875
10265860.66,3124739.411,96053.975,174.536,170.729,166.248,164.898
10265860.84,3126276.117,96160.471,174.538,170.747,166.286,164.924
10265861.02,3127806.569,96267.082,174.540,170.765,166.324,164.951
10265861.14,3128823.402,96338.221,174.541,170.777,166.349,164.969
10265861.30,3130174.870,96433.154,174.543,170.793,166.383,164.992
10265861.48,3131689.399,96540.063,174.545,170.811,166.420,165.018
10265861.66,3133197.721,96647.088,174.547,170.829,166.458,165.045
10265861.82,3134533.253,96742.319,174.549,170.845,166.491,165.069
10265862.02,3136195.803,96861.487,174.551,170.864,166.533,165.098
10265862.18,3137520.362,96956.925,174.552,170.880,166.566,165.122
10265862.36,3139004.682,97064.402,174.554,170.898,166.603,165.148
10265862.54,3140482.863,97171.995,174.556,170.915,166.640,165.175
10265862.72,3141954.921,97279.703,174.558,170.933,166.677,165.201
10265862.90,3143420.869,97387.528,174.560,170.950,166.714,165.228
10265863.10,3145042.552,97507.469,174.562,170.970,166.754,165.258
10265863.26,3146334.493,97603.525,174.563,170.985,166.787,165.282
10265863.46,3147942.680,97723.723,174.565,171.004,166.827,165.311
10265863.62,3149223.851,97819.984,174.567,171.019,166.859,165.335
10265863.80,3150659.465,97928.387,174.569,171.037,166.896,165.362
10265863.98,3152089.056,98036.906,174.570,171.054,166.932,165.389
10265864.16,3153512.638,98145.540,174.572,171.071,166.968,165.415
10265864.34,3154930.225,98254.290,174.573,171.088,167.004,165.442
10265864.50,3156185.282,98351.053,174.575,171.103,167.035,165.466
10265864.68,3157591.586,98460.020,174.576,171.119,167.071,165.493
10265864.86,3158991.939,98569.103,174.578,171.136,167.106,165.520
10265865.02,3160231.711,98666.163,174.579,171.151,167.138,165.544
10265865.22,3161774.847,98787.615,174.581,171.169,167.177,165.574
10265865.38,3163004.102,98884.879,174.582,171.184,167.208,165.598
10265865.58,3164534.124,99006.587,174.584,171.202,167.247,165.629
10265865.74,3165752.916,99104.056,174.585,171.217,167.278,165.653
10265865.94,3167269.891,99226.020,174.587,171.235,167.317,165.683
10265866.10,3168478.272,99323.693,174.588,171.249,167.348,165.707
10265866.30,3169982.268,99445.913,174.589,171.267,167.386,165.737
10265866.46,3171180.293,99543.790,174.590,171.281,167.417,165.762
10265866.66,3172671.376,99666.265,174.592,171.299,167.455,165.792
10265866.82,3173859.098,99764.347,174.593,171.313,167.485,165.816
10265867.00,3175189.834,99874.797,174.594,171.329,167.519,165.843
10265867.18,3176514.812,99985.362,174.595,171.345,167.553,165.871
10265867.36,3177834.047,100096.042,174.596,171.361,167.586,165.898
10265867.54,3179147.556,100206.837,174.597,171.376,167.620,165.926
10265867.70,3180310.324,100305.417,174.598,171.390,167.650,165.950
10265867.90,3181757.455,100428.769,174.599,171.407,167.687,165.981
10265868.06,3182910.110,100527.553,174.600,171.421,167.716,166.005
10265868.24,3184201.496,100638.793,174.601,171.436,167.749,166.032
10265868.42,3185487.232,100750.147,174.602,171.451,167.782,166.060
10265868.60,3186767.333,100861.616,174.603,171.466,167.815,166.087
10265868.78,3188041.816,100973.199,174.604,171.481,167.848,166.115
10265868.94,3189169.985,101072.480,174.604,171.495,167.877,166.140
10265869.12,3190433.898,101184.278,174.605,171.510,167.909,166.167
10265869.30,3191692.238,101296.192,174.606,171.524,167.941,166.195
10265869.46,3192806.097,101395.766,174.606,171.537,167.970,166.220
10265869.62,3193915.577,101495.430,174.607,171.550,167.998,166.245
10265869.80,3195158.522,101607.661,174.607,171.565,168.030,166.272
10265869.98,3196395.955,101720.005,174.608,171.579,168.062,166.301
10265870.14,3197491.282,101819.963,174.608,171.592,168.090,166.325
10265870.34,3198854.352,101945.036,174.608,171.608,168.124,166.356
10265870.50,3199939.950,102045.196,174.609,171.620,168.152,166.381
10265870.70,3201290.896,102170.523,174.609,171.636,168.187,166.412
10265870.86,3202366.825,102270.886,174.609,171.648,168.214,166.437
10265871.04,3203572.132,102383.901,174.609,171.662,168.245,166.465
10265871.22,3204772.039,102497.031,174.609,171.676,168.276,166.493
10265871.38,3205834.105,102597.686,174.610,171.688,168.303,166.518
10265871.58,3207155.724,102723.631,174.610,171.703,168.336,166.549
10265871.74,3208208.264,102824.489,174.609,171.715,168.363,166.574
10265871.92,3209387.335,102938.061,174.609,171.728,168.393,166.602
10265872.10,3210561.088,103051.746,174.609,171.742,168.423,166.631
10265872.26,3211599.974,103152.896,174.609,171.753,168.449,166.656
10265872.42,3212634.684,103254.135,174.609,171.765,168.475,166.681
10265872.60,3213793.757,103368.136,174.608,171.778,168.505,166.709
10265872.78,3214947.576,103482.251,174.608,171.791,168.534,166.738
10265872.94,3215968.796,103583.782,174.608,171.802,168.560,166.763
10265873.06,3216732.004,103659.989,174.607,171.810,168.579,166.782
10265873.14,3217239.523,103710.821,174.607,171.816,168.592,166.794
10265873.14,3217239.523,103710.821,174.607,171.816,168.592,166.794
10265873.18,3217492.897,103736.246,174.607,171.819,168.598,166.801
10265873.18,3217492.897,103736.246,174.607,171.819,168.598,166.801
10265873.34,3218503.827,103838.001,174.606,171.830,168.624,166.826
10265873.48,3219385.032,103927.110,174.606,171.839,168.646,166.848
10265873.64,3220388.295,104029.034,174.605,171.850,168.671,166.873
10265873.82,3221512.098,104143.804,174.604,171.862,168.699,166.902
10265873.96,3222382.615,104233.148,174.603,171.872,168.721,166.924
10265874.10,3223250.033,104322.561,174.603,171.881,168.743,166.946
10265874.26,3224237.584,104424.832,174.602,171.892,168.767,166.972
10265874.42,3225221.110,104527.191,174.601,171.902,168.792,166.997
10265874.58,3226200.624,104629.641,174.600,171.912,168.816,167.023
10265874.74,3227176.137,104732.180,174.599,171.922,168.840,167.048
10265874.90,3228147.663,104834.808,174.598,171.933,168.864,167.073
10265875.04,3228994.487,104924.681,174.597,171.941,168.885,167.096
10265875.18,3229838.275,105014.623,174.595,171.950,168.906,167.118
10265875.36,3230918.700,105130.362,174.594,171.961,168.933,167.147
10265875.52,3231874.891,105233.337,174.593,171.971,168.956,167.172
10265875.68,3232827.155,105336.402,174.591,171.980,168.979,167.198
10265875.82,3233657.176,105426.656,174.590,171.989,169.000,167.221
10265875.98,3234602.111,105529.888,174.588,171.998,169.023,167.246
10265876.14,3235543.156,105633.209,174.586,172.007,169.046,167.272
10265876.28,3236363.390,105723.689,174.585,172.015,169.065,167.294
10265876.44,3237297.174,105827.177,174.583,172.025,169.088,167.320
10265876.60,3238227.105,105930.755,174.581,172.033,169.110,167.346
10265876.78,3239268.686,106047.387,174.579,172.043,169.135,167.375
10265876.94,3240190.470,106151.155,174.577,172.052,169.157,167.401
10265877.10,3241108.440,106255.012,174.575,172.061,169.179,167.427
10265877.26,3242022.608,106358.958,174.573,172.069,169.201,167.453
10265877.44,3243046.520,106476.005,174.570,172.079,169.225,167.481
10265877.62,3244065.657,106593.164,174.567,172.088,169.249,167.511
10265877.78,3244967.561,106697.400,174.565,172.096,169.270,167.537
10265877.94,3245865.720,106801.726,174.562,172.104,169.291,167.563
10265878.12,3246871.687,106919.198,174.559,172.113,169.315,167.592
10265878.30,3247872.948,107036.784,174.556,172.121,169.338,167.621
10265878.46,3248759.023,107141.399,174.553,172.129,169.358,167.647
10265878.62,3249641.407,107246.104,174.550,172.136,169.378,167.673
10265878.78,3250520.115,107350.897,174.547,172.143,169.398,167.700
10265878.94,3251395.158,107455.780,174.544,172.151,169.418,167.726
10265879.10,3252266.551,107560.752,174.541,172.158,169.438,167.752
10265879.26,3253134.308,107665.813,174.537,172.164,169.457,167.778
10265879.42,3253998.440,107770.963,174.534,172.171,169.477,167.804
10265879.54,3254644.169,107849.884,174.531,172.176,169.491,167.824
10265879.62,3255073.529,107902.526,174.529,172.179,169.500,167.837
10265879.78,3255929.557,108007.876,174.525,172.186,169.519,167.863
10265879.96,3256888.309,108126.502,174.521,172.193,169.540,167.893
10265880.14,3257842.549,108245.240,174.517,172.199,169.561,167.923
10265880.30,3258686.991,108350.880,174.513,172.205,169.579,167.949
10265880.46,3259527.895,108456.609,174.508,172.211,169.597,167.975
10265880.62,3260365.277,108562.427,174.504,172.217,169.615,168.002
10265880.78,3261199.150,108668.334,174.500,172.222,169.632,168.028
10265880.94,3262029.528,108774.330,174.495,172.227,169.650,168.055
10265881.10,3262856.424,108880.415,174.491,172.232,169.667,168.081
10265881.28,3263782.536,108999.867,174.485,172.238,169.686,168.111
10265881.42,3264499.824,109092.852,174.481,172.242,169.701,168.134
10265881.60,3265418.183,109212.504,174.475,172.247,169.719,168.164
10265881.76,3266230.862,109318.956,174.470,172.252,169.735,168.190
10265881.94,3267141.049,109438.821,174.464,172.256,169.753,168.220
10265882.10,3267946.496,109545.462,174.458,172.260,169.769,168.247
10265882.26,3268748.562,109652.192,174.453,172.264,169.785,168.274
10265882.44,3269646.861,109772.370,174.446,172.268,169.802,168.303
10265882.62,3270540.918,109892.660,174.440,172.272,169.819,168.334
10265882.78,3271332.091,109999.679,174.434,172.275,169.833,168.361
10265882.94,3272119.942,110106.787,174.427,172.278,169.848,168.387
10265883.10,3272904.485,110213.984,174.421,172.281,169.862,168.414
10265883.26,3273685.734,110321.271,174.414,172.284,169.876,168.441
10265883.44,3274560.721,110442.074,174.407,172.287,169.892,168.471
10265883.60,3275335.019,110549.549,174.400,172.289,169.905,168.498
10265883.76,3276106.068,110657.113,174.393,172.291,169.918,168.525
10265883.90,3276778.082,110751.304,174.387,172.293,169.930,168.549
10265884.06,3277543.077,110859.035,174.379,172.294,169.943,168.575
10265884.22,3278304.865,110966.855,174.372,172.296,169.955,168.602
10265884.38,3279063.458,111074.763,174.364,172.297,169.967,168.629
10265884.54,3279818.873,111182.761,174.356,172.298,169.979,168.657
10265884.70,3280571.123,111290.847,174.348,172.299,169.991,168.684
10265884.86,3281320.223,111399.023,174.340,172.299,170.002,168.711
10265885.02,3282066.187,111507.287,174.332,172.299,170.013,168.738
10265885.18,3282809.031,111615.640,174.323,172.300,170.024,168.765
10265885.34,3283548.768,111724.082,174.314,172.299,170.035,168.792
10265885.50,3284285.413,111832.613,174.305,172.299,170.045,168.819
10265885.66,3285018.981,111941.233,174.296,172.298,170.055,168.846
10265885.82,3285749.487,112049.942,174.286,172.297,170.065,168.874
10265885.98,3286476.945,112158.740,174.277,172.296,170.074,168.901
10265886.14,3287201.370,112267.627,174.267,172.295,170.083,168.928
10265886.26,3287742.707,112349.350,174.259,172.294,170.090,168.949
10265886.34,3288102.659,112403.860,174.254,172.293,170.094,168.962
10265886.50,3288820.314,112512.947,174.244,172.291,170.102,168.990
10265886.66,3289534.984,112622.123,174.233,172.288,170.110,169.017
10265886.82,3290246.685,112731.388,174.223,172.286,170.118,169.045
10265887.00,3291043.818,112854.417,174.210,172.283,170.126,169.075
10265887.16,3291749.258,112963.871,174.199,172.280,170.133,169.103
10265887.34,3292539.384,113087.113,174.186,172.276,170.140,169.134
10265887.50,3293238.631,113196.755,174.174,172.272,170.147,169.161
10265887.66,3293934.987,113306.487,174.162,172.268,170.152,169.189
10265887.82,3294628.467,113416.308,174.149,172.263,170.158,169.216
10265888.02,3295491.297,113553.709,174.134,172.258,170.164,169.251
10265888.18,3296178.363,113663.730,174.121,172.252,170.169,169.279
10265888.34,3296862.602,113773.840,174.107,172.247,170.173,169.306
10265888.50,3297544.030,113884.039,174.094,172.241,170.177,169.334
10265888.70,3298391.886,114021.913,174.077,172.234,170.182,169.369
10265888.86,3299067.046,114132.312,174.062,172.227,170.185,169.396
10265889.02,3299739.445,114242.800,174.048,172.220,170.187,169.424
10265889.18,3300409.098,114353.377,174.033,172.213,170.190,169.452
10265889.36,3301159.195,114477.883,174.016,172.205,170.192,169.483
10265889.52,3301823.065,114588.649,174.000,172.197,170.193,169.511
10265889.70,3302566.696,114713.368,173.983,172.187,170.194,169.542
10265889.86,3303224.853,114824.324,173.966,172.178,170.194,169.570
10265890.02,3303880.346,114935.368,173.950,172.169,170.194,169.598
10265890.20,3304614.611,115060.400,173.931,172.158,170.194,169.629
10265890.34,3305183.403,115157.725,173.916,172.150,170.193,169.654
10265890.52,3305911.764,115282.957,173.896,172.138,170.191,169.685
10265890.68,3306556.434,115394.370,173.878,172.127,170.189,169.713
10265890.86,3307278.601,115519.815,173.857,172.114,170.187,169.745
10265891.02,3307917.800,115631.417,173.838,172.103,170.184,169.773
10265891.20,3308633.852,115757.075,173.816,172.089,170.180,169.805
10265891.38,3309346.699,115882.846,173.794,172.074,170.175,169.837
10265891.54,3309977.670,115994.738,173.774,172.061,170.170,169.865
10265891.70,3310606.143,116106.718,173.753,172.047,170.165,169.893
10265891.86,3311232.133,116218.788,173.732,172.033,170.160,169.921
10265892.02,3311855.658,116330.947,173.711,172.018,170.153,169.950
10265892.18,3312476.733,116443.195,173.689,172.003,170.146,169.978
10265892.34,3313095.374,116555.533,173.666,171.987,170.139,170.006
10265892.50,3313711.598,116667.960,173.643,171.971,170.131,170.035
10265892.68,3314401.980,116794.546,173.617,171.952,170.121,170.066
10265892.86,3315089.346,116921.246,173.589,171.932,170.111,170.098
10265893.02,3315697.825,117033.963,173.565,171.914,170.101,170.127
10265893.18,3316303.955,117146.769,173.540,171.896,170.090,170.155
10265893.34,3316907.754,117259.665,173.514,171.876,170.079,170.184
10265893.52,3317584.260,117386.779,173.484,171.854,170.066,170.216
10265893.70,3318257.858,117514.007,173.454,171.831,170.051,170.248
10265893.86,3318854.190,117627.193,173.426,171.809,170.038,170.277
10265894.02,3319448.260,117740.468,173.398,171.787,170.024,170.305
10265894.18,3320040.084,117853.833,173.369,171.765,170.009,170.334
10265894.24,3320261.443,117896.368,173.358,171.756,170.003,170.344
10265894.42,3320923.646,118024.048,173.325,171.729,169.985,170.377
10265894.58,3321509.928,118137.637,173.294,171.705,169.968,170.406
10265894.74,3322094.023,118251.315,173.263,171.680,169.951,170.434
10265894.92,3322748.535,118379.309,173.227,171.651,169.930,170.466
10265895.10,3323400.324,118507.417,173.191,171.621,169.908,170.499
10265895.24,3323905.403,118607.135,173.161,171.597,169.891,170.524
10265895.42,3324552.408,118735.445,173.123,171.565,169.867,170.557
10265895.58,3325125.292,118849.593,173.088,171.536,169.845,170.586
10265895.74,3325696.093,118963.831,173.052,171.505,169.822,170.614
10265895.90,3326264.829,119078.158,173.015,171.475,169.798,170.643
10265896.06,3326831.515,119192.575,172.978,171.443,169.774,170.672
10265896.20,3327325.698,119292.763,172.944,171.414,169.751,170.697
10265896.38,3327958.809,119421.678,172.900,171.376,169.721,170.730
10265896.54,3328519.451,119536.364,172.860,171.342,169.693,170.759
10265896.70,3329078.112,119651.140,172.819,171.306,169.665,170.788
10265896.84,3329565.329,119751.642,172.783,171.274,169.639,170.814
10265897.02,3330189.560,119880.961,172.734,171.232,169.604,170.847
10265897.18,3330742.382,119996.006,172.690,171.193,169.572,170.876
10265897.34,3331293.291,120111.141,172.645,171.153,169.539,170.905
10265897.50,3331842.305,120226.365,172.599,171.112,169.505,170.934
10265897.68,3332457.703,120356.101,172.546,171.065,169.464,170.967
10265897.86,3333070.749,120485.950,172.491,171.016,169.423,171.000
10265898.02,3333613.724,120601.467,172.441,170.971,169.384,171.029
10265898.18,3334154.879,120717.074,172.390,170.925,169.345,171.059
10265898.36,3334761.522,120847.239,172.331,170.871,169.298,171.091
10265898.54,3335365.908,120977.518,172.270,170.816,169.250,171.125
10265898.70,3335901.264,121093.418,172.215,170.766,169.206,171.154
10265898.88,3336501.452,121223.913,172.151,170.707,169.154,171.187
10265899.06,3337099.455,121354.521,172.085,170.647,169.100,171.220
10265899.22,3337629.199,121470.713,172.025,170.591,169.051,171.250
10265899.38,3338157.253,121586.996,171.964,170.534,169.000,171.279
10265899.54,3338683.635,121703.369,171.900,170.476,168.947,171.309
10265899.72,3339273.839,121834.396,171.827,170.408,168.886,171.342
10265899.88,3339796.728,121950.960,171.761,170.346,168.829,171.372
10265900.02,3340252.930,122053.028,171.701,170.290,168.779,171.398
10265900.20,3340837.675,122184.360,171.622,170.216,168.711,171.431
10265900.36,3341355.769,122301.195,171.549,170.148,168.649,171.461
10265900.50,3341807.819,122403.500,171.485,170.087,168.592,171.487
10265900.66,3342322.997,122520.505,171.409,170.015,168.526,171.517
10265900.82,3342836.647,122637.600,171.331,169.941,168.458,171.546
10265900.94,3343220.892,122725.481,171.271,169.884,168.405,171.569
10265901.10,3343731.910,122842.734,171.189,169.806,168.333,171.599
10265901.26,3344241.449,122960.078,171.105,169.726,168.258,171.629
10265901.42,3344749.526,123077.513,171.018,169.644,168.180,171.658
10265901.58,3345256.161,123195.038,170.929,169.559,168.100,171.688
10265901.74,3345761.371,123312.654,170.837,169.471,168.018,171.718
